category,title,url,embedding,subtitle
Biological & Chemical Weapons,Number of countries by their historical activity on biological weapons,https://ourworldindata.org/grapher/historical-biological-weapons-proliferation,"<iframe src=""https://ourworldindata.org/grapher/historical-biological-weapons-proliferation?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Biological weapons are organisms or toxins used to cause death or harm through their poisonous properties. The closest a country got to using biological weapons ever is recorded.
Biological & Chemical Weapons,Number of countries by their historical activity on chemical weapons,https://ourworldindata.org/grapher/historical-chemical-weapons-proliferation,"<iframe src=""https://ourworldindata.org/grapher/historical-chemical-weapons-proliferation?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Chemical weapons are chemicals used to cause death or harm through their poisonous properties. The closest a country came to using chemical weapons ever is recorded.
CO2 & Greenhouse Gas Emissions,Adjusted net savings per capita,https://ourworldindata.org/grapher/adjusted-net-savings-per-person,"<iframe src=""https://ourworldindata.org/grapher/adjusted-net-savings-per-person?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Adjusted net savings are equal to net national savings plus education expenditure and minus energy depletion, mineral depletion, net forest depletion, and carbon dioxide."
CO2 & Greenhouse Gas Emissions,Annual CO2 emissions,https://ourworldindata.org/grapher/annual-co2-emissions-per-country,"<iframe src=""https://ourworldindata.org/grapher/annual-co2-emissions-per-country?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Carbon dioxide (CO₂) emissions from fossil fuels and industry. Land-use change is not included.
CO2 & Greenhouse Gas Emissions,Annual CO2 emissions by world region,https://ourworldindata.org/grapher/annual-co-emissions-by-region,"<iframe src=""https://ourworldindata.org/grapher/annual-co-emissions-by-region?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Emissions from fossil fuels and industry are included, but not land-use change emissions. International aviation and shipping are included as separate entities, as they are not included in any country's emissions."
CO2 & Greenhouse Gas Emissions,Annual CO2 emissions from cement,https://ourworldindata.org/grapher/annual-co2-cement,"<iframe src=""https://ourworldindata.org/grapher/annual-co2-cement?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Annual emissions of carbon dioxide (CO₂) from cement, measured in tonnes."
CO2 & Greenhouse Gas Emissions,Annual CO2 emissions from coal,https://ourworldindata.org/grapher/annual-co2-coal,"<iframe src=""https://ourworldindata.org/grapher/annual-co2-coal?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Annual emissions of carbon dioxide (CO₂) from coal, measured in tonnes."
CO2 & Greenhouse Gas Emissions,Annual CO2 emissions from deforestation by product,https://ourworldindata.org/grapher/deforestation-co2-trade-by-product,"<iframe src=""https://ourworldindata.org/grapher/deforestation-co2-trade-by-product?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","This measures the amount of CO₂ emissions linked to deforestation for food production – it is trade-adjusted, to reflect the carbon footprint of diets within a given country. It is based on the annual average over the period from 2010 to 2014."
CO2 & Greenhouse Gas Emissions,Annual CO2 emissions from deforestation for food production,https://ourworldindata.org/grapher/co2-deforestation-for-food,"<iframe src=""https://ourworldindata.org/grapher/co2-deforestation-for-food?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Tonnes of CO₂ emissions linked to deforestation for food production – it is trade-adjusted, to reflect the carbon footprint of diets within a given country. Based on the annual average over the period from 2010 to 2014."
CO2 & Greenhouse Gas Emissions,Annual CO2 emissions from flaring,https://ourworldindata.org/grapher/annual-co2-flaring,"<iframe src=""https://ourworldindata.org/grapher/annual-co2-flaring?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Data source: Global Carbon Budget (2023)
CO2 & Greenhouse Gas Emissions,Annual CO2 emissions from gas,https://ourworldindata.org/grapher/annual-co2-gas,"<iframe src=""https://ourworldindata.org/grapher/annual-co2-gas?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Annual emissions of carbon dioxide (CO₂) from gas, measured in tonnes."
CO2 & Greenhouse Gas Emissions,Annual CO2 emissions from land-use change,https://ourworldindata.org/grapher/co2-land-use,"<iframe src=""https://ourworldindata.org/grapher/co2-land-use?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Emissions from land-use change can be positive or negative depending on whether these changes emit (positive) or sequester (negative) carbon.
CO2 & Greenhouse Gas Emissions,Annual CO2 emissions from land-use change per capita,https://ourworldindata.org/grapher/co2-land-use-per-capita,"<iframe src=""https://ourworldindata.org/grapher/co2-land-use-per-capita?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Emissions from land-use change can be positive or negative depending on whether these changes emit (positive) or sequester (negative) carbon.
CO2 & Greenhouse Gas Emissions,Annual CO2 emissions from oil,https://ourworldindata.org/grapher/annual-co2-oil,"<iframe src=""https://ourworldindata.org/grapher/annual-co2-oil?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Annual emissions of carbon dioxide (CO₂) from oil, measured in tonnes."
CO2 & Greenhouse Gas Emissions,Annual CO2 emissions from other industry,https://ourworldindata.org/grapher/annual-co2-other-industry,"<iframe src=""https://ourworldindata.org/grapher/annual-co2-other-industry?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Annual emissions of carbon dioxide (CO₂) from other industry sources, measured in tonnes."
CO2 & Greenhouse Gas Emissions,Annual CO2 emissions including land-use change,https://ourworldindata.org/grapher/annual-co2-including-land-use,"<iframe src=""https://ourworldindata.org/grapher/annual-co2-including-land-use?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Emissions include those from fossil fuels and industry, and land-use change. They are measured in tonnes."
CO2 & Greenhouse Gas Emissions,Annual change in GDP and CO2 emissions,https://ourworldindata.org/grapher/co2-gdp-growth,"<iframe src=""https://ourworldindata.org/grapher/co2-gdp-growth?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Percentage change in gross domestic product (GDP) and carbon dioxide (CO₂) emissions.
CO2 & Greenhouse Gas Emissions,"Annual change in GDP, population and CO2 emissions",https://ourworldindata.org/grapher/co2-gdp-pop-growth,"<iframe src=""https://ourworldindata.org/grapher/co2-gdp-pop-growth?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Percentage change in gross domestic product (GDP), population, and carbon dioxide (CO₂) emissions."
CO2 & Greenhouse Gas Emissions,Annual greenhouse gas emissions by world region,https://ourworldindata.org/grapher/ghg-emissions-by-world-region,"<iframe src=""https://ourworldindata.org/grapher/ghg-emissions-by-world-region?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Greenhouse gas emissions include carbon dioxide, methane and nitrous oxide from all sources, including land-use change. They are measured in tonnes of carbon dioxide-equivalents over a 100-year timescale."
CO2 & Greenhouse Gas Emissions,Annual percentage change in CO2 emissions,https://ourworldindata.org/grapher/change-co2-annual-pct,"<iframe src=""https://ourworldindata.org/grapher/change-co2-annual-pct?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Carbon dioxide (CO₂) emissions from fossil fuels and industry. Land-use change is not included.
CO2 & Greenhouse Gas Emissions,Are consumption-based CO2 per capita emissions above or below the global average?,https://ourworldindata.org/grapher/consumption-co2-per-capita-equity,"<iframe src=""https://ourworldindata.org/grapher/consumption-co2-per-capita-equity?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Consumption-based emissions are national emissions that have been adjusted for trade. This map denotes whether a country's average per capita emissions are above or below the value of global per capita emissions.
CO2 & Greenhouse Gas Emissions,Are per capita CO2 emissions above or below the global average?,https://ourworldindata.org/grapher/per-capita-co2-vs-average,"<iframe src=""https://ourworldindata.org/grapher/per-capita-co2-vs-average?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","This map denotes whether a country's average per capita emissions are above or below the value of global per capita emissions. This is based on territorial emissions, which don't adjust for trade."
CO2 & Greenhouse Gas Emissions,Average temperature anomaly,https://ourworldindata.org/grapher/temperature-anomaly,"<iframe src=""https://ourworldindata.org/grapher/temperature-anomaly?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Global average land-sea temperature anomaly relative to the 1961-1990 average temperature.
CO2 & Greenhouse Gas Emissions,Aviation's share of global CO2 emissions,https://ourworldindata.org/grapher/aviation-share-co2,"<iframe src=""https://ourworldindata.org/grapher/aviation-share-co2?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Given as a share of carbon dioxide emissions from fossil fuels and land use change.
CO2 & Greenhouse Gas Emissions,CO2 emissions by fuel or industry,https://ourworldindata.org/grapher/co2-emissions-by-fuel-line,"<iframe src=""https://ourworldindata.org/grapher/co2-emissions-by-fuel-line?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Data source: Global Carbon Budget (2023)
CO2 & Greenhouse Gas Emissions,CO2 emissions by fuel or industry type,https://ourworldindata.org/grapher/co2-by-source,"<iframe src=""https://ourworldindata.org/grapher/co2-by-source?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Data source: Global Carbon Budget (2023)
CO2 & Greenhouse Gas Emissions,CO2 emissions by sector,https://ourworldindata.org/grapher/co-emissions-by-sector,"<iframe src=""https://ourworldindata.org/grapher/co-emissions-by-sector?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Data source: Climate Watch (2023)
CO2 & Greenhouse Gas Emissions,CO2 emissions embedded in trade,https://ourworldindata.org/grapher/co-emissions-embedded-in-global-trade,"<iframe src=""https://ourworldindata.org/grapher/co-emissions-embedded-in-global-trade?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Net import-export balance in tonnes of CO₂ per year. Positive values (red) represent net importers of CO₂. Negative values (blue) represent net exporters of CO₂.
CO2 & Greenhouse Gas Emissions,CO2 emissions from aviation,https://ourworldindata.org/grapher/co2-emissions-aviation,"<iframe src=""https://ourworldindata.org/grapher/co2-emissions-aviation?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Aviation emissions include both domestic and international flights. International aviation emissions are here allocated to the country of departure of each flight.
CO2 & Greenhouse Gas Emissions,CO2 emissions from domestic air travel,https://ourworldindata.org/grapher/co2-emissions-domestic-aviation,"<iframe src=""https://ourworldindata.org/grapher/co2-emissions-domestic-aviation?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Domestic aviation represents flights which depart and arrive within the same country.
CO2 & Greenhouse Gas Emissions,CO2 emissions from fossil fuels and land-use change,https://ourworldindata.org/grapher/co2-emissions-fossil-land,"<iframe src=""https://ourworldindata.org/grapher/co2-emissions-fossil-land?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Data source: Global Carbon Budget (2023)
CO2 & Greenhouse Gas Emissions,CO2 emissions from fossil fuels and land-use change,https://ourworldindata.org/grapher/co2-fossil-plus-land-use,"<iframe src=""https://ourworldindata.org/grapher/co2-fossil-plus-land-use?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Data source: Global Carbon Budget (2023)
CO2 & Greenhouse Gas Emissions,CO2 emissions from international aviation,https://ourworldindata.org/grapher/co2-international-aviation,"<iframe src=""https://ourworldindata.org/grapher/co2-international-aviation?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",International aviation emissions are here allocated to the country of departure of each flight.
CO2 & Greenhouse Gas Emissions,CO2 emissions from transport,https://ourworldindata.org/grapher/co2-emissions-transport,"<iframe src=""https://ourworldindata.org/grapher/co2-emissions-transport?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Emissions are measured in tonnes. Domestic aviation and shipping emissions are included at the national level. International aviation and shipping emissions are included only at the global level.
CO2 & Greenhouse Gas Emissions,CO2 emissions per capita,https://ourworldindata.org/grapher/co2-per-capita-marimekko,"<iframe src=""https://ourworldindata.org/grapher/co2-per-capita-marimekko?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",The width of each bar shows countries scaled by population size. The height of each bar measures tonnes of per capita carbon dioxide (CO₂) emissions from fossil fuels and industry.
CO2 & Greenhouse Gas Emissions,CO2 emissions per capita vs. GDP per capita,https://ourworldindata.org/grapher/co2-emissions-vs-gdp,"<iframe src=""https://ourworldindata.org/grapher/co2-emissions-vs-gdp?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",This measures CO₂ emissions from fossil fuels and industry only – land-use change is not included. GDP per capita is adjusted for inflation and differences in the cost of living between countries.
CO2 & Greenhouse Gas Emissions,CO2 emissions per capita vs. fossil fuel consumption per capita,https://ourworldindata.org/grapher/co-emissions-per-capita-vs-fossil-fuel-consumption-per-capita,"<iframe src=""https://ourworldindata.org/grapher/co-emissions-per-capita-vs-fossil-fuel-consumption-per-capita?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Fossil fuel consumption is measured as the average consumption of energy from coal, oil and gas per person. Fossil fuel and industry emissions are included. Land-use change emissions are not included."
CO2 & Greenhouse Gas Emissions,CO2 emissions per capita vs. population growth,https://ourworldindata.org/grapher/co-emissions-per-capita-vs-population-growth,"<iframe src=""https://ourworldindata.org/grapher/co-emissions-per-capita-vs-population-growth?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Annual consumption-based carbon dioxide emissions. Consumption-based emissions are national emissions that have been adjusted for trade. It's production-based emissions minus emissions embedded in exports, plus emissions embedded in imports."
CO2 & Greenhouse Gas Emissions,CO2 emissions per capita vs. share of electricity generation from renewables,https://ourworldindata.org/grapher/co2-per-capita-vs-renewable-electricity,"<iframe src=""https://ourworldindata.org/grapher/co2-per-capita-vs-renewable-electricity?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Carbon dioxide (CO₂) emissions are measured in tonnes per person.
CO2 & Greenhouse Gas Emissions,CO2 reductions needed to keep global temperature rise below 1.5°C,https://ourworldindata.org/grapher/co2-mitigation-15c,"<iframe src=""https://ourworldindata.org/grapher/co2-mitigation-15c?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Annual emissions of carbon dioxide under various mitigation scenarios to keep global average temperature rise below 1.5°C. Scenarios are based on the CO₂ reductions necessary if mitigation had started – with global emissions peaking and quickly reducing – in the given year.
CO2 & Greenhouse Gas Emissions,CO2 reductions needed to keep global temperature rise below 2°C,https://ourworldindata.org/grapher/co2-mitigation-2c,"<iframe src=""https://ourworldindata.org/grapher/co2-mitigation-2c?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Annual emissions of carbon dioxide under various mitigation scenarios to keep global average temperature rise below 2°C. Scenarios are based on the CO₂ reductions necessary if mitigation had started – with global emissions peaking and quickly reducing – in the given year.
CO2 & Greenhouse Gas Emissions,Carbon dioxide emissions by income level,https://ourworldindata.org/grapher/co2-income-level,"<iframe src=""https://ourworldindata.org/grapher/co2-income-level?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Global carbon dioxide (CO₂) emissions, by World Bank income group."
CO2 & Greenhouse Gas Emissions,Carbon dioxide emissions factors,https://ourworldindata.org/grapher/carbon-dioxide-emissions-factor,"<iframe src=""https://ourworldindata.org/grapher/carbon-dioxide-emissions-factor?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Emissions factors quantify the average CO₂ output per unit of energy. They are measured in kilograms of CO₂ per megawatt-hour (MWh) of energy from various fossil fuel sources.
CO2 & Greenhouse Gas Emissions,Carbon emission intensity vs. GDP per capita,https://ourworldindata.org/grapher/carbon-emission-intensity-vs-gdp-per-capita,"<iframe src=""https://ourworldindata.org/grapher/carbon-emission-intensity-vs-gdp-per-capita?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Carbon emission intensity is measured in kilograms of CO₂ per dollar of GDP. Emissions from fossil fuels and industry are included. Land-use change is not included. GDP data is adjusted for inflation and differences in the cost of living between countries.
CO2 & Greenhouse Gas Emissions,Carbon footprint of travel per kilometer,https://ourworldindata.org/grapher/carbon-footprint-travel-mode,"<iframe src=""https://ourworldindata.org/grapher/carbon-footprint-travel-mode?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",The carbon footprint of travel is measured in grams of carbon dioxide-equivalents per passenger kilometer. This includes the impact of increased warming from aviation emissions at altitude.
CO2 & Greenhouse Gas Emissions,Carbon intensity of energy production,https://ourworldindata.org/grapher/co2-per-unit-energy,"<iframe src=""https://ourworldindata.org/grapher/co2-per-unit-energy?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Amount of carbon dioxide emitted per unit of energy production, measured in kilograms of CO₂ per kilowatt-hour."
CO2 & Greenhouse Gas Emissions,Carbon intensity vs. GDP per capita,https://ourworldindata.org/grapher/carbon-intensity-vs-gdp,"<iframe src=""https://ourworldindata.org/grapher/carbon-intensity-vs-gdp?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Carbon intensity represents the quantity of CO₂ emitted per unit of energy consumption – it's measured in kilograms of CO₂ emitted per kilowatt-hour of energy.
CO2 & Greenhouse Gas Emissions,Carbon intensity: CO2 emissions per dollar of GDP,https://ourworldindata.org/grapher/co2-intensity,"<iframe src=""https://ourworldindata.org/grapher/co2-intensity?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Kilograms of CO₂ emitted per dollar of GDP. Fossil fuel and industry emissions are included. Land-use change emissions are not included. GDP data is adjusted for inflation and differences in the cost of living between countries.
CO2 & Greenhouse Gas Emissions,Carbon opportunity costs per kilogram of food,https://ourworldindata.org/grapher/carbon-opportunity-costs-per-kilogram-of-food,"<iframe src=""https://ourworldindata.org/grapher/carbon-opportunity-costs-per-kilogram-of-food?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","The carbon opportunity cost, measured in kilograms of carbon dioxide-equivalents per kilogram of food, is the amount of carbon lost from native vegetation and soils in order to produce each food. If a specific food was not produced on a given plot of land, this land could be used to restore native vegetation and sequester carbon."
CO2 & Greenhouse Gas Emissions,Change in CO2 emissions and GDP,https://ourworldindata.org/grapher/co2-emissions-and-gdp,"<iframe src=""https://ourworldindata.org/grapher/co2-emissions-and-gdp?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Consumption-based emissions are national emissions that have been adjusted for trade. This measures fossil fuel and industry emissions. Land-use change is not included.
CO2 & Greenhouse Gas Emissions,Change in per capita CO2 emissions and GDP,https://ourworldindata.org/grapher/co2-emissions-and-gdp-per-capita,"<iframe src=""https://ourworldindata.org/grapher/co2-emissions-and-gdp-per-capita?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Consumption-based emissions include those from fossil fuels and industry. Land-use change emissions are not included.
CO2 & Greenhouse Gas Emissions,Change in per capita CO2 emissions and GDP,https://ourworldindata.org/grapher/co2-emissions-and-gdp-long-term,"<iframe src=""https://ourworldindata.org/grapher/co2-emissions-and-gdp-long-term?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",This measures fossil fuel and industry emissions. Land-use change is not included.
CO2 & Greenhouse Gas Emissions,Consumption-based CO2 emissions,https://ourworldindata.org/grapher/consumption-co2-emissions,"<iframe src=""https://ourworldindata.org/grapher/consumption-co2-emissions?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Consumption-based emissions include those from fossil fuels and industry. Land-use change emissions are not included.
CO2 & Greenhouse Gas Emissions,Consumption-based CO2 emissions per capita vs. GDP per capita,https://ourworldindata.org/grapher/consumption-co2-per-capita-vs-gdppc,"<iframe src=""https://ourworldindata.org/grapher/consumption-co2-per-capita-vs-gdppc?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Consumption-based emissions are measured in tonnes per person. They are territorial emissions minus emissions embedded in exports, plus emissions embedded in imports. GDP per capita is adjusted for price differences between countries (PPP) and over time (inflation)."
CO2 & Greenhouse Gas Emissions,Consumption-based CO2 emissions per capita vs. Human Development Index,https://ourworldindata.org/grapher/per-capita-co-emissions-vs-human-development-index,"<iframe src=""https://ourworldindata.org/grapher/per-capita-co-emissions-vs-human-development-index?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Consumption-based emissions are measured in tonnes per person. The Human Development Index (HDI) is a summary measure of key dimensions of human development: a long and healthy life, a good education, and a decent standard of living."
CO2 & Greenhouse Gas Emissions,Consumption-based carbon intensity,https://ourworldindata.org/grapher/consumption-based-carbon-intensity,"<iframe src=""https://ourworldindata.org/grapher/consumption-based-carbon-intensity?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Carbon intensity measures the kilograms of CO₂ emitted per unit of GDP. Consumption-based emissions include those from fossil fuels and industry. Land-use change emissions are not included.
CO2 & Greenhouse Gas Emissions,Consumption-based vs. territorial CO2 emissions per capita,https://ourworldindata.org/grapher/consumption-vs-production-co2-per-capita,"<iframe src=""https://ourworldindata.org/grapher/consumption-vs-production-co2-per-capita?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Consumption-based emissions include those from fossil fuels and industry. Land-use change emissions are not included. Countries above the diagonal line are net importers of CO₂.
CO2 & Greenhouse Gas Emissions,Contribution to global mean surface temperature rise,https://ourworldindata.org/grapher/contribution-temp-rise-degrees,"<iframe src=""https://ourworldindata.org/grapher/contribution-temp-rise-degrees?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","The global mean surface temperature change as a result of a country or region's cumulative emissions of three gases – carbon dioxide, methane, and nitrous oxide."
CO2 & Greenhouse Gas Emissions,Contribution to global mean surface temperature rise by gas,https://ourworldindata.org/grapher/contribution-to-temp-rise-by-gas,"<iframe src=""https://ourworldindata.org/grapher/contribution-to-temp-rise-by-gas?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","The global mean surface temperature change as a result of a country or region's cumulative emissions of three gases – carbon dioxide, methane, and nitrous oxide."
CO2 & Greenhouse Gas Emissions,Contribution to global mean surface temperature rise from agriculture and land use,https://ourworldindata.org/grapher/global-warming-land,"<iframe src=""https://ourworldindata.org/grapher/global-warming-land?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","The global mean surface temperature change as a result of a country or region's cumulative emissions of carbon dioxide, methane, and nitrous oxide. This is for land use and agriculture only."
CO2 & Greenhouse Gas Emissions,Contribution to global mean surface temperature rise from fossil sources,https://ourworldindata.org/grapher/global-warming-fossil,"<iframe src=""https://ourworldindata.org/grapher/global-warming-fossil?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","The global mean surface temperature change as a result of a country or region's cumulative emissions of carbon dioxide, methane, and nitrous oxide. This is for fossil fuel and industry emissions only – it does not include land use or agriculture."
CO2 & Greenhouse Gas Emissions,Contribution to value added vs. share of CO2 emissions in China,https://ourworldindata.org/grapher/value-added-vs-share-of-emissions-china,"<iframe src=""https://ourworldindata.org/grapher/value-added-vs-share-of-emissions-china?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Contribution of individual sectors to net economic output versus its share of total national carbon dioxide (CO₂) emissions in 2009. Sectors which lie above the line contribute more to the value added than to the emissions in China. Direct emissions of households are not included.
CO2 & Greenhouse Gas Emissions,Contribution to value added vs. share of CO2 emissions in Germany,https://ourworldindata.org/grapher/value-added-vs-share-of-emissions-germany,"<iframe src=""https://ourworldindata.org/grapher/value-added-vs-share-of-emissions-germany?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Contribution of individual sectors to net economic output versus its share of total national carbon dioxide (CO₂) emissions in 2009. Sectors which lie above the line contribute more to the value added than the emissions in Germany. Direct emissions of households are not included.
CO2 & Greenhouse Gas Emissions,Contribution to value added vs. share of CO2 emissions in USA,https://ourworldindata.org/grapher/value-added-vs-share-of-emissions-usa,"<iframe src=""https://ourworldindata.org/grapher/value-added-vs-share-of-emissions-usa?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Contribution of individual sectors to net economic output versus its share of total national carbon dioxide (CO₂) emissions in 2009. Sectors which lie above the line contribute more to the value added than the emissions in the United States. Direct emissions of households are not included.
CO2 & Greenhouse Gas Emissions,Countries using the System of Environmental-Economic Accounting,https://ourworldindata.org/grapher/countries-using-the-system-of-environmental-economic-accounting,"<iframe src=""https://ourworldindata.org/grapher/countries-using-the-system-of-environmental-economic-accounting?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","The System of Environmental-Economic Accounting (SEEA) is a framework that integrates economic and environmental data, to provide a more comprehensive view of the relationships between the economy and the environment. Shown are all the countries that have compiled SEEA accounts at least once."
